match_id,date,opponent,inning,milestone,legal_balls_faced,record_type
1007655,2016/06/18,Zimbabwe,1,50,41,Against India
1007655,2016/06/18,Zimbabwe,1,100,84,Against India
1007655,2016/06/18,Zimbabwe,1,150,113,Against India
1007655,2016/06/18,Zimbabwe,2,50,43,India
1007655,2016/06/18,Zimbabwe,2,100,81,India
1007655,2016/06/18,Zimbabwe,2,150,107,India
1007657,2016/06/20,Zimbabwe,1,50,58,Against India
1007657,2016/06/20,Zimbabwe,2,50,46,India
1007657,2016/06/20,Zimbabwe,2,100,79,India
1007659,2016/06/22,Zimbabwe,1,50,55,India
1007659,2016/06/22,Zimbabwe,1,100,103,India
1007659,2016/06/22,Zimbabwe,2,50,47,Against India
1007659,2016/06/22,Zimbabwe,2,100,99,Against India
1034825,2017/01/26,England,1,50,38,India
1034825,2017/01/26,England,1,100,82,India
1034825,2017/01/26,England,2,50,38,Against India
1034825,2017/01/26,England,2,100,75,Against India
1034827,2017/01/29,England,1,50,40,India
1034827,2017/01/29,England,1,100,82,India
1034827,2017/01/29,England,2,50,49,Against India
1034827,2017/01/29,England,2,100,89,Against India
1034829,2017/02/01,England,1,50,35,India
1034829,2017/02/01,England,1,100,73,India
1034829,2017/02/01,England,1,150,101,India
1034829,2017/02/01,England,1,200,119,India
1034829,2017/02/01,England,2,50,34,Against India
1034829,2017/02/01,England,2,100,69,Against India
1041615,2016/08/27,West Indies,1,50,25,Against India
1041615,2016/08/27,West Indies,1,100,46,Against India
1041615,2016/08/27,West Indies,1,150,63,Against India
1041615,2016/08/27,West Indies,1,200,91,Against India
1041615,2016/08/27,West Indies,2,50,29,India
1041615,2016/08/27,West Indies,2,100,51,India
1041615,2016/08/27,West Indies,2,150,78,India
1041615,2016/08/27,West Indies,2,200,98,India
1041617,2016/08/28,West Indies,1,50,30,Against India
1041617,2016/08/28,West Indies,1,100,80,Against India
1098211,2017/07/09,West Indies,1,50,28,India
1098211,2017/07/09,West Indies,1,100,65,India
1098211,2017/07/09,West Indies,1,150,92,India
1098211,2017/07/09,West Indies,2,50,28,Against India
1098211,2017/07/09,West Indies,2,100,61,Against India
1098211,2017/07/09,West Indies,2,150,91,Against India
1109610,2017/09/06,Sri Lanka,1,50,31,Against India
1109610,2017/09/06,Sri Lanka,1,100,69,Against India
1109610,2017/09/06,Sri Lanka,1,150,113,Against India
1109610,2017/09/06,Sri Lanka,2,50,43,India
1109610,2017/09/06,Sri Lanka,2,100,69,India
1109610,2017/09/06,Sri Lanka,2,150,104,India
1119501,2017/10/07,Australia,1,50,37,Against India
1119501,2017/10/07,Australia,1,100,98,Against India
1119502,2017/10/10,Australia,1,50,49,India
1119502,2017/10/10,Australia,1,100,101,India
1119502,2017/10/10,Australia,2,50,48,Against India
1119502,2017/10/10,Australia,2,100,86,Against India
1119543,2018/07/03,England,1,50,29,Against India
1119543,2018/07/03,England,1,100,72,Against India
1119543,2018/07/03,England,1,150,112,Against India
1119543,2018/07/03,England,2,50,34,India
1119543,2018/07/03,England,2,100,59,India
1119543,2018/07/03,England,2,150,104,India
1119544,2018/07/06,England,1,50,58,India
1119544,2018/07/06,England,1,100,96,India
1119544,2018/07/06,England,2,50,49,Against India
1119544,2018/07/06,England,2,100,86,Against India
1119545,2018/07/08,England,1,50,27,Against India
1119545,2018/07/08,England,1,100,55,Against India
1119545,2018/07/08,England,1,150,90,Against India
1119545,2018/07/08,England,2,50,29,India
1119545,2018/07/08,England,2,100,60,India
1119545,2018/07/08,England,2,150,85,India
1119545,2018/07/08,England,2,200,112,India
1120093,2017/11/01,New Zealand,1,50,40,India
1120093,2017/11/01,New Zealand,1,100,72,India
1120093,2017/11/01,New Zealand,1,150,93,India
1120093,2017/11/01,New Zealand,1,200,119,India
1120093,2017/11/01,New Zealand,2,50,51,Against India
1120093,2017/11/01,New Zealand,2,100,94,Against India
1120094,2017/11/04,New Zealand,1,50,39,Against India
1120094,2017/11/04,New Zealand,1,100,66,Against India
1120094,2017/11/04,New Zealand,1,150,94,Against India
1120094,2017/11/04,New Zealand,2,50,44,India
1120094,2017/11/04,New Zealand,2,100,80,India
1120094,2017/11/04,New Zealand,2,150,115,India
1120095,2017/11/07,New Zealand,1,50,36,India
1120095,2017/11/07,New Zealand,2,50,43,Against India
1122285,2018/02/18,South Africa,1,50,27,India
1122285,2018/02/18,South Africa,1,100,50,India
1122285,2018/02/18,South Africa,1,150,85,India
1122285,2018/02/18,South Africa,1,200,118,India
1122285,2018/02/18,South Africa,2,50,40,Against India
1122285,2018/02/18,South Africa,2,100,71,Against India
1122285,2018/02/18,South Africa,2,150,101,Against India
1122286,2018/02/21,South Africa,1,50,41,India
1122286,2018/02/21,South Africa,1,100,74,India
1122286,2018/02/21,South Africa,1,150,104,India
1122286,2018/02/21,South Africa,2,50,35,Against India
1122286,2018/02/21,South Africa,2,100,66,Against India
1122286,2018/02/21,South Africa,2,150,94,Against India
1122287,2018/02/24,South Africa,1,50,32,India
1122287,2018/02/24,South Africa,1,100,72,India
1122287,2018/02/24,South Africa,1,150,109,India
1122287,2018/02/24,South Africa,2,50,57,Against India
1122287,2018/02/24,South Africa,2,100,89,Against India
1122287,2018/02/24,South Africa,2,150,112,Against India
1122729,2017/12/20,Sri Lanka,1,50,36,India
1122729,2017/12/20,Sri Lanka,1,100,75,India
1122729,2017/12/20,Sri Lanka,1,150,110,India
1122729,2017/12/20,Sri Lanka,2,50,49,Against India
1122730,2017/12/22,Sri Lanka,1,50,33,India
1122730,2017/12/22,Sri Lanka,1,100,52,India
1122730,2017/12/22,Sri Lanka,1,150,73,India
1122730,2017/12/22,Sri Lanka,1,200,94,India
1122730,2017/12/22,Sri Lanka,1,250,113,India
1122730,2017/12/22,Sri Lanka,2,50,34,Against India
1122730,2017/12/22,Sri Lanka,2,100,60,Against India
1122730,2017/12/22,Sri Lanka,2,150,83,Against India
1122731,2017/12/24,Sri Lanka,1,50,45,Against India
1122731,2017/12/24,Sri Lanka,1,100,94,Against India
1122731,2017/12/24,Sri Lanka,2,50,54,India
1122731,2017/12/24,Sri Lanka,2,100,91,India
1133817,2018/03/06,Sri Lanka,1,50,44,India
1133817,2018/03/06,Sri Lanka,1,100,72,India
1133817,2018/03/06,Sri Lanka,1,150,102,India
1133817,2018/03/06,Sri Lanka,2,50,22,Against India
1133817,2018/03/06,Sri Lanka,2,100,58,Against India
1133817,2018/03/06,Sri Lanka,2,150,101,Against India
1133818,2018/03/08,Bangladesh,1,50,41,Against India
1133818,2018/03/08,Bangladesh,1,100,89,Against India
1133818,2018/03/08,Bangladesh,2,50,38,India
1133818,2018/03/08,Bangladesh,2,100,79,India
1133820,2018/03/12,Sri Lanka,1,50,31,Against India
1133820,2018/03/12,Sri Lanka,1,100,65,Against India
1133820,2018/03/12,Sri Lanka,1,150,109,Against India
1133820,2018/03/12,Sri Lanka,2,50,36,India
1133820,2018/03/12,Sri Lanka,2,100,71,India
1133820,2018/03/12,Sri Lanka,2,150,104,India
1133821,2018/03/14,Bangladesh,1,50,37,India
1133821,2018/03/14,Bangladesh,1,100,81,India
1133821,2018/03/14,Bangladesh,1,150,106,India
1133821,2018/03/14,Bangladesh,2,50,38,Against India
1133821,2018/03/14,Bangladesh,2,100,78,Against India
1133821,2018/03/14,Bangladesh,2,150,115,Against India
1133823,2018/03/18,Bangladesh,1,50,44,Against India
1133823,2018/03/18,Bangladesh,1,100,84,Against India
1133823,2018/03/18,Bangladesh,1,150,115,Against India
1133823,2018/03/18,Bangladesh,2,50,32,India
1133823,2018/03/18,Bangladesh,2,100,82,India
1133823,2018/03/18,Bangladesh,2,150,113,India
1140992,2018/06/27,Ireland,1,50,30,India
1140992,2018/06/27,Ireland,1,100,61,India
1140992,2018/06/27,Ireland,1,150,91,India
1140992,2018/06/27,Ireland,1,200,114,India
1140992,2018/06/27,Ireland,2,50,41,Against India
1140992,2018/06/27,Ireland,2,100,81,Against India
1140993,2018/06/29,Ireland,1,50,29,India
1140993,2018/06/29,Ireland,1,100,60,India
1140993,2018/06/29,Ireland,1,150,92,India
1140993,2018/06/29,Ireland,1,200,117,India
1140993,2018/06/29,Ireland,2,50,59,Against India
1144990,2018/11/21,Australia,1,50,45,Against India
1144990,2018/11/21,Australia,1,100,77,Against India
1144990,2018/11/21,Australia,1,150,95,Against India
1144990,2018/11/21,Australia,2,50,35,India
1144990,2018/11/21,Australia,2,100,68,India
1144990,2018/11/21,Australia,2,150,90,India
1144991,2018/11/23,Australia,1,50,51,Against India
1144991,2018/11/23,Australia,1,100,95,Against India
1144992,2018/11/25,Australia,1,50,38,Against India
1144992,2018/11/25,Australia,1,100,85,Against India
1144992,2018/11/25,Australia,1,150,115,Against India
1144992,2018/11/25,Australia,2,50,28,India
1144992,2018/11/25,Australia,2,100,71,India
1144992,2018/11/25,Australia,2,150,109,India
1153696,2019/02/06,New Zealand,1,50,28,Against India
1153696,2019/02/06,New Zealand,1,100,62,Against India
1153696,2019/02/06,New Zealand,1,150,86,Against India
1153696,2019/02/06,New Zealand,1,200,113,Against India
1153696,2019/02/06,New Zealand,2,50,32,India
1153696,2019/02/06,New Zealand,2,100,87,India
1153697,2019/02/08,New Zealand,1,50,46,Against India
1153697,2019/02/08,New Zealand,1,100,76,Against India
1153697,2019/02/08,New Zealand,1,150,112,Against India
1153697,2019/02/08,New Zealand,2,50,36,India
1153697,2019/02/08,New Zealand,2,100,75,India
1153697,2019/02/08,New Zealand,2,150,103,India
1153698,2019/02/10,New Zealand,1,50,32,Against India
1153698,2019/02/10,New Zealand,1,100,61,Against India
1153698,2019/02/10,New Zealand,1,150,87,Against India
1153698,2019/02/10,New Zealand,1,200,113,Against India
1153698,2019/02/10,New Zealand,2,50,32,India
1153698,2019/02/10,New Zealand,2,100,56,India
1153698,2019/02/10,New Zealand,2,150,94,India
1153698,2019/02/10,New Zealand,2,200,118,India
1157759,2018/11/04,West Indies,1,50,62,Against India
1157759,2018/11/04,West Indies,1,100,114,Against India
1157759,2018/11/04,West Indies,2,50,53,India
1157759,2018/11/04,West Indies,2,100,101,India
1157760,2018/11/06,West Indies,1,50,37,India
1157760,2018/11/06,West Indies,1,100,74,India
1157760,2018/11/06,West Indies,1,150,104,India
1157760,2018/11/06,West Indies,2,50,47,Against India
1157760,2018/11/06,West Indies,2,100,105,Against India
1157761,2018/11/11,West Indies,1,50,36,Against India
1157761,2018/11/11,West Indies,1,100,84,Against India
1157761,2018/11/11,West Indies,1,150,109,Against India
1157761,2018/11/11,West Indies,2,50,35,India
1157761,2018/11/11,West Indies,2,100,71,India
1157761,2018/11/11,West Indies,2,150,93,India
1168247,2019/02/24,Australia,1,50,37,India
1168247,2019/02/24,Australia,1,100,89,India
1168247,2019/02/24,Australia,2,50,48,Against India
1168247,2019/02/24,Australia,2,100,91,Against India
1168248,2019/02/27,Australia,1,50,35,India
1168248,2019/02/27,Australia,1,100,85,India
1168248,2019/02/27,Australia,1,150,107,India
1168248,2019/02/27,Australia,2,50,41,Against India
1168248,2019/02/27,Australia,2,100,70,Against India
1168248,2019/02/27,Australia,2,150,98,Against India
1187005,2019/09/18,South Africa,1,50,47,Against India
1187005,2019/09/18,South Africa,1,100,81,Against India
1187005,2019/09/18,South Africa,2,50,40,India
1187005,2019/09/18,South Africa,2,100,77,India
1187005,2019/09/18,South Africa,2,150,114,India
1187006,2019/09/22,South Africa,1,50,32,India
1187006,2019/09/22,South Africa,1,100,91,India
1187006,2019/09/22,South Africa,2,50,43,Against India
1187006,2019/09/22,South Africa,2,100,74,Against India
1187013,2019/11/03,Bangladesh,1,50,46,India
1187013,2019/11/03,Bangladesh,1,100,94,India
1187013,2019/11/03,Bangladesh,2,50,39,Against India
1187013,2019/11/03,Bangladesh,2,100,91,Against India
1187013,2019/11/03,Bangladesh,2,150,117,Against India
1187014,2019/11/07,Bangladesh,1,50,34,Against India
1187014,2019/11/07,Bangladesh,1,100,75,Against India
1187014,2019/11/07,Bangladesh,1,150,118,Against India
1187014,2019/11/07,Bangladesh,2,50,32,India
1187014,2019/11/07,Bangladesh,2,100,56,India
1187014,2019/11/07,Bangladesh,2,150,89,India
1187015,2019/11/10,Bangladesh,1,50,43,India
1187015,2019/11/10,Bangladesh,1,100,80,India
1187015,2019/11/10,Bangladesh,1,150,106,India
1187015,2019/11/10,Bangladesh,2,50,45,Against India
1187015,2019/11/10,Bangladesh,2,100,71,Against India
1187018,2019/12/06,West Indies,1,50,29,Against India
1187018,2019/12/06,West Indies,1,100,59,Against India
1187018,2019/12/06,West Indies,1,150,93,Against India
1187018,2019/12/06,West Indies,1,200,117,Against India
1187018,2019/12/06,West Indies,2,50,36,India
1187018,2019/12/06,West Indies,2,100,70,India
1187018,2019/12/06,West Indies,2,150,86,India
1187018,2019/12/06,West Indies,2,200,110,India
1187019,2019/12/08,West Indies,1,50,43,India
1187019,2019/12/08,West Indies,1,100,66,India
1187019,2019/12/08,West Indies,1,150,102,India
1187019,2019/12/08,West Indies,2,50,39,Against India
1187019,2019/12/08,West Indies,2,100,79,Against India
1187019,2019/12/08,West Indies,2,150,102,Against India
1187020,2019/12/11,West Indies,1,50,25,India
1187020,2019/12/11,West Indies,1,100,48,India
1187020,2019/12/11,West Indies,1,150,84,India
1187020,2019/12/11,West Indies,1,200,106,India
1187020,2019/12/11,West Indies,2,50,38,Against India
1187020,2019/12/11,West Indies,2,100,64,Against India
1187020,2019/12/11,West Indies,2,150,99,Against India
1187677,2020/01/24,New Zealand,1,50,27,Against India
1187677,2020/01/24,New Zealand,1,100,65,Against India
1187677,2020/01/24,New Zealand,1,150,93,Against India
1187677,2020/01/24,New Zealand,1,200,118,Against India
1187677,2020/01/24,New Zealand,2,50,29,India
1187677,2020/01/24,New Zealand,2,100,52,India
1187677,2020/01/24,New Zealand,2,150,89,India
1187677,2020/01/24,New Zealand,2,200,114,India
1187678,2020/01/26,New Zealand,1,50,38,Against India
1187678,2020/01/26,New Zealand,1,100,93,Against India
1187678,2020/01/26,New Zealand,2,50,49,India
1187678,2020/01/26,New Zealand,2,100,88,India
1187679,2020/01/29,New Zealand,1,50,33,India
1187679,2020/01/29,New Zealand,1,100,73,India
1187679,2020/01/29,New Zealand,1,150,107,India
1187679,2020/01/29,New Zealand,2,50,35,Against India
1187679,2020/01/29,New Zealand,2,100,76,Against India
1187679,2020/01/29,New Zealand,2,150,102,Against India
1187680,2020/01/31,New Zealand,1,50,29,India
1187680,2020/01/31,New Zealand,1,100,79,India
1187680,2020/01/31,New Zealand,1,150,113,India
1187680,2020/01/31,New Zealand,2,50,46,Against India
1187680,2020/01/31,New Zealand,2,100,76,Against India
1187680,2020/01/31,New Zealand,2,150,105,Against India
1187681,2020/02/02,New Zealand,1,50,31,India
1187681,2020/02/02,New Zealand,1,100,71,India
1187681,2020/02/02,New Zealand,1,150,116,India
1187681,2020/02/02,New Zealand,2,50,47,Against India
1187681,2020/02/02,New Zealand,2,100,63,Against India
1187681,2020/02/02,New Zealand,2,150,118,Against India
1188621,2019/08/03,West Indies,1,50,70,Against India
1188621,2019/08/03,West Indies,2,50,57,India
1188622,2019/08/04,West Indies,1,50,35,India
1188622,2019/08/04,West Indies,1,100,73,India
1188622,2019/08/04,West Indies,1,150,115,India
1188622,2019/08/04,West Indies,2,50,49,Against India
1188623,2019/08/06,West Indies,1,50,55,Against India
1188623,2019/08/06,West Indies,1,100,90,Against India
1188623,2019/08/06,West Indies,2,50,46,India
1188623,2019/08/06,West Indies,2,100,88,India
1188623,2019/08/06,West Indies,2,150,115,India
1202243,2020/01/07,Sri Lanka,1,50,39,Against India
1202243,2020/01/07,Sri Lanka,1,100,82,Against India
1202243,2020/01/07,Sri Lanka,2,50,31,India
1202243,2020/01/07,Sri Lanka,2,100,86,India
1202244,2020/01/10,Sri Lanka,1,50,30,India
1202244,2020/01/10,Sri Lanka,1,100,66,India
1202244,2020/01/10,Sri Lanka,1,150,98,India
1202244,2020/01/10,Sri Lanka,1,200,120,India
1202244,2020/01/10,Sri Lanka,2,50,50,Against India
1202244,2020/01/10,Sri Lanka,2,100,74,Against India
1223952,2020/12/04,Australia,1,50,42,India
1223952,2020/12/04,Australia,1,100,93,India
1223952,2020/12/04,Australia,1,150,114,India
1223952,2020/12/04,Australia,2,50,35,Against India
1223952,2020/12/04,Australia,2,100,81,Against India
1223952,2020/12/04,Australia,2,150,120,Against India
1223953,2020/12/06,Australia,1,50,31,Against India
1223953,2020/12/06,Australia,1,100,66,Against India
1223953,2020/12/06,Australia,1,150,95,Against India
1223953,2020/12/06,Australia,2,50,29,India
1223953,2020/12/06,Australia,2,100,71,India
1223953,2020/12/06,Australia,2,150,98,India
1223954,2020/12/08,Australia,1,50,35,Against India
1223954,2020/12/08,Australia,1,100,71,Against India
1223954,2020/12/08,Australia,1,150,101,Against India
1223954,2020/12/08,Australia,2,50,34,India
1223954,2020/12/08,Australia,2,100,77,India
1223954,2020/12/08,Australia,2,150,107,India
1243388,2021/03/12,England,1,50,62,India
1243388,2021/03/12,England,1,100,102,India
1243388,2021/03/12,England,2,50,36,Against India
1243388,2021/03/12,England,2,100,76,Against India
1243389,2021/03/14,England,1,50,41,Against India
1243389,2021/03/14,England,1,100,74,Against India
1243389,2021/03/14,England,1,150,109,Against India
1243389,2021/03/14,England,2,50,36,India
1243389,2021/03/14,England,2,100,67,India
1243389,2021/03/14,England,2,150,100,India
1243390,2021/03/16,England,1,50,56,India
1243390,2021/03/16,England,1,100,96,India
1243390,2021/03/16,England,1,150,117,India
1243390,2021/03/16,England,2,50,32,Against India
1243390,2021/03/16,England,2,100,71,Against India
1243390,2021/03/16,England,2,150,107,Against India
1243391,2021/03/18,England,1,50,40,India
1243391,2021/03/18,England,1,100,76,India
1243391,2021/03/18,England,1,150,103,India
1243391,2021/03/18,England,2,50,37,Against India
1243391,2021/03/18,England,2,100,77,Against India
1243391,2021/03/18,England,2,150,104,Against India
1243392,2021/03/20,England,1,50,32,India
1243392,2021/03/20,England,1,100,58,India
1243392,2021/03/20,England,1,150,88,India
1243392,2021/03/20,England,1,200,110,India
1243392,2021/03/20,England,2,50,27,Against India
1243392,2021/03/20,England,2,100,56,Against India
1243392,2021/03/20,England,2,150,99,Against India
1262758,2021/07/25,Sri Lanka,1,50,34,India
1262758,2021/07/25,Sri Lanka,1,100,71,India
1262758,2021/07/25,Sri Lanka,1,150,109,India
1262758,2021/07/25,Sri Lanka,2,50,40,Against India
1262758,2021/07/25,Sri Lanka,2,100,83,Against India
1262759,2021/07/28,Sri Lanka,1,50,46,India
1262759,2021/07/28,Sri Lanka,1,100,95,India
1262759,2021/07/28,Sri Lanka,2,50,53,Against India
1262759,2021/07/28,Sri Lanka,2,100,98,Against India
1262760,2021/07/29,Sri Lanka,1,50,81,India
1262760,2021/07/29,Sri Lanka,2,50,68,Against India
1273727,2021/10/24,Pakistan,1,50,54,India
1273727,2021/10/24,Pakistan,1,100,90,India
1273727,2021/10/24,Pakistan,1,150,119,India
1273727,2021/10/24,Pakistan,2,50,46,Against India
1273727,2021/10/24,Pakistan,2,100,77,Against India
1273727,2021/10/24,Pakistan,2,150,106,Against India
1273739,2021/10/31,New Zealand,1,50,64,India
1273739,2021/10/31,New Zealand,1,100,115,India
1273739,2021/10/31,New Zealand,2,50,41,Against India
1273739,2021/10/31,New Zealand,2,100,82,Against India
1273748,2021/11/05,Scotland,1,50,62,Against India
1273748,2021/11/05,Scotland,2,50,23,India
1273753,2021/11/08,Namibia,1,50,57,Against India
1273753,2021/11/08,Namibia,1,100,100,Against India
1273753,2021/11/08,Namibia,2,50,33,India
1273753,2021/11/08,Namibia,2,100,69,India
1276904,2022/07/07,England,1,50,30,India
1276904,2022/07/07,England,1,100,58,India
1276904,2022/07/07,England,1,150,84,India
1276904,2022/07/07,England,2,50,45,Against India
1276904,2022/07/07,England,2,100,75,Against India
1276905,2022/07/09,England,1,50,31,India
1276905,2022/07/09,England,1,100,78,India
1276905,2022/07/09,England,1,150,107,India
1276905,2022/07/09,England,2,50,50,Against India
1276905,2022/07/09,England,2,100,89,Against India
1276906,2022/07/10,England,1,50,34,Against India
1276906,2022/07/10,England,1,100,67,Against India
1276906,2022/07/10,England,1,150,87,Against India
1276906,2022/07/10,England,1,200,115,Against India
1276906,2022/07/10,England,2,50,43,India
1276906,2022/07/10,England,2,100,73,India
1276906,2022/07/10,England,2,150,90,India
1278671,2021/11/17,New Zealand,1,50,44,Against India
1278671,2021/11/17,New Zealand,1,100,76,Against India
1278671,2021/11/17,New Zealand,1,150,103,Against India
1278671,2021/11/17,New Zealand,2,50,29,India
1278671,2021/11/17,New Zealand,2,100,69,India
1278671,2021/11/17,New Zealand,2,150,109,India
1278672,2021/11/19,New Zealand,1,50,27,Against India
1278672,2021/11/19,New Zealand,1,100,78,Against India
1278672,2021/11/19,New Zealand,1,150,116,Against India
1278672,2021/11/19,New Zealand,2,50,40,India
1278672,2021/11/19,New Zealand,2,100,70,India
1278672,2021/11/19,New Zealand,2,150,104,India
1278673,2021/11/21,New Zealand,1,50,31,India
1278673,2021/11/21,New Zealand,1,100,66,India
1278673,2021/11/21,New Zealand,1,150,105,India
1278673,2021/11/21,New Zealand,2,50,50,Against India
1278673,2021/11/21,New Zealand,2,100,98,Against India
1278679,2022/02/16,West Indies,1,50,37,Against India
1278679,2022/02/16,West Indies,1,100,93,Against India
1278679,2022/02/16,West Indies,1,150,115,Against India
1278679,2022/02/16,West Indies,2,50,27,India
1278679,2022/02/16,West Indies,2,100,77,India
1278679,2022/02/16,West Indies,2,150,109,India
1278680,2022/02/18,West Indies,1,50,37,India
1278680,2022/02/18,West Indies,1,100,80,India
1278680,2022/02/18,West Indies,1,150,101,India
1278680,2022/02/18,West Indies,2,50,38,Against India
1278680,2022/02/18,West Indies,2,100,75,Against India
1278680,2022/02/18,West Indies,2,150,102,Against India
1278681,2022/02/20,West Indies,1,50,41,India
1278681,2022/02/20,West Indies,1,100,91,India
1278681,2022/02/20,West Indies,1,150,110,India
1278681,2022/02/20,West Indies,2,50,26,Against India
1278681,2022/02/20,West Indies,2,100,69,Against India
1278681,2022/02/20,West Indies,2,150,104,Against India
1278684,2022/02/24,Sri Lanka,1,50,32,India
1278684,2022/02/24,Sri Lanka,1,100,62,India
